"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment"
"R8","0603","-1533mil","-595mil","-1533mil","-625mil","-1533mil","-625mil","T","90.00","4.7 K"
"R5","0603","-922mil","-490mil","-952mil","-490mil","-952mil","-490mil","T","0.00","39k"
"R4","0603","-1253mil","134mil","-1283mil","134mil","-1283mil","134mil","T","360.00","39k"
"R3","0603","-1112mil","135mil","-1142mil","135mil","-1142mil","135mil","T","0.00","39k"
"R15","0603","-917mil","-155mil","-887mil","-155mil","-887mil","-155mil","T","180.00","39K"
"R10","0603","-1602mil","-601mil","-1602mil","-571mil","-1602mil","-571mil","T","270.00","39K"
"R9","0603","-827mil","-185mil","-827mil","-215mil","-827mil","-215mil","T","90.00","39K"
"R1","0603","-1178mil","-313mil","-1148mil","-313mil","-1148mil","-313mil","T","180.00","4.7K"
"R20","0603","-1387mil","-230mil","-1387mil","-200mil","-1387mil","-200mil","T","270.00","2.7K"
"C13","0603","-1653mil","-138mil","-1623mil","-138mil","-1623mil","-138mil","T","180.00","33 pF"
"C12","0603","-1432.59mil","-729.41mil","-1432.59mil","-759.41mil","-1432.59mil","-759.41mil","T","90.00","33 pF"
"R23","0603","-983mil","-85mil","-1013mil","-85mil","-1013mil","-85mil","T","360.00","300K"
"L2","0603","-1532.59mil","-749.41mil","-1502.59mil","-749.41mil","-1502.59mil","-749.41mil","T","180.00","10nH"
"Q3","SOT23_FET","-1544.5mil","-358mil","-1507mil","-318mil","-1545mil","-398mil","T","180.00","2N7002"
"U4","SO8","-1160mil","-621mil","-1235mil","-731mil","-1235mil","-731mil","T","90.00","24aa256"
"C14","0603","-1275mil","-360mil","-1275mil","-390mil","-1275mil","-390mil","T","90.00","100pF"
"R21","0603","-1177mil","-370mil","-1207mil","-370mil","-1207mil","-370mil","T","360.00","220K"
"R6","0603","-1342.59mil","-729.41mil","-1342.59mil","-759.41mil","-1342.59mil","-759.41mil","T","90.00","22"
"R22","0603","-487mil","-310mil","-487mil","-340mil","-487mil","-340mil","T","90.00","200"
"C21","0603","-1769mil","-322mil","-1799mil","-322mil","-1799mil","-322mil","T","0.00","1.5pF"
"C3","0603","-1704mil","-224mil","-1704mil","-254mil","-1704mil","-254mil","T","90.00","2 pF"
"C2","0603","-1692mil","-715mil","-1692mil","-745mil","-1692mil","-745mil","T","90.00","2 PF"
"R18","0603","-1177mil","-420mil","-1207mil","-420mil","-1207mil","-420mil","T","360.00","1K"
"C27","0603","-996mil","11mil","-996mil","41mil","-996mil","41mil","T","270.00","15pF"
"C4","0603","-828mil","-50mil","-828mil","-20mil","-828mil","-20mil","T","270.00","10pF"
"C10","0603","-1551mil","-141mil","-1581mil","-141mil","-1581mil","-141mil","T","0.00","1000 pF"
"C9","0603","-1764mil","-104mil","-1764mil","-74mil","-1764mil","-74mil","T","270.00","1000 pF"
"C8","0603","-1534mil","-692mil","-1564mil","-692mil","-1564mil","-692mil","T","360.00","1000 pF"
"C7","0603","-1551mil","-81mil","-1521mil","-81mil","-1521mil","-81mil","T","180.00","100 pF"
"C6","0603","-1739mil","-501mil","-1739mil","-471mil","-1739mil","-471mil","T","270.00","100 pF"
"R13","0603","-1764mil","-224mil","-1764mil","-194mil","-1764mil","-194mil","T","270.00","10"
"R12","0603","-1634mil","-49mil","-1634mil","-79mil","-1634mil","-79mil","T","90.00","10"
"R17","0603","-1551mil","-23mil","-1521mil","-23mil","-1521mil","-23mil","T","180.00","2K"
"R2","0603","-1447mil","-348mil","-1447mil","-378mil","-1447mil","-378mil","T","90.00","1 M"
"L6","0603","-1521mil","-221mil","-1521mil","-251mil","-1521mil","-251mil","T","90.00","0.33uH"
"L3","0603","-1752mil","-609.063mil","-1752mil","-579.063mil","-1752mil","-579.063mil","T","270.00","0.18uH"
"C24","0603","-1672mil","55mil","-1702mil","55mil","-1702mil","55mil","T","0.00","0.1 uF"
"C18","0603","-902.134mil","-703mil","-902.134mil","-733mil","-902.134mil","-733mil","T","90.00","0.1 uF"
"C15","0603","-1532mil","-490mil","-1532mil","-460mil","-1532mil","-460mil","T","270.00","0.1 uF"
"C1","0603","-687mil","-285mil","-657mil","-285mil","-657mil","-285mil","T","180.00","0.1 uF"
"C11","0603","-1357mil","-320mil","-1387mil","-320mil","-1387mil","-320mil","T","360.00",".1uF"
"C17","0603","-1447mil","-230mil","-1447mil","-200mil","-1447mil","-200mil","T","270.00",".01uF"
"C20","0603","-1417mil","-140mil","-1387mil","-140mil","-1387mil","-140mil","T","180.00","15pF"
"R25","0603","-350mil","-315mil","-350mil","-345mil","-350mil","-345mil","T","90.00","300K"
"C16","0603","-280mil","-315mil","-280mil","-345mil","-280mil","-345mil","T","90.00","20pF"
"R26","0603","-115mil","-570mil","-115mil","-600mil","-115mil","-600mil","T","90.00","4.7M"
"C25","0603","-185mil","-570mil","-185mil","-600mil","-185mil","-600mil","T","90.00","0.1pF"
"D2","SOD123_021405","-380mil","-550mil","-380mil","-550mil","-450mil","-550mil","T","180.00","1N4148"
"D3","SOD123_021405","-360mil","-445mil","-360mil","-445mil","-290mil","-445mil","T","360.00","1N4148"
"Q5","SOT23_FET","-732mil","-557.5mil","-692mil","-595mil","-772mil","-557mil","T","90.00","FDN327N"
"J1","1X5_HEADER","-537.5mil","-196mil","-537.5mil","-196mil","-337.5mil","-196mil","B","180.00","1X5 HEADER"
"C5","0603","-1632mil","79mil","-1602mil","79mil","-1602mil","79mil","B","180.00",".1uF"
"SW2","SQ-SEN-200","-1045mil","-650mil","-1045mil","-650mil","-919.016mil","-650mil","B","180.00","TILT SWITCH"
"B1","BATT_HOLDER_COIN_CR2032_CUT_020812","-387mil","-201.941mil","-387mil","-325mil","-387mil","-513.882mil","B","180.00","BATT HOLDER COIN CR2032 CUT"
"SP1","SPEAKER_12MMX12MM_011012","-1515mil","-417mil","-1515mil","-417mil","-1515mil","-196.528mil","B","270.00","4000 Hz"
"L1","COIL_6MMX6MM_011012","-1080mil","-442mil","-1080mil","-442mil","-967mil","-402.5mil","B","180.00","TRANSFORMER"

